account_number,name,item_code,category,quantity,unit price,net_price,date
201259,Koelpin PLC,KV-99194,Shirt,4,29.79,119.16,2013-11-07 17:43:31
201259,Koelpin PLC,LW-86841,Shoes,11,35.82,394.02,2014-06-21 19:49:30
676847,Hamill-Hackett,WJ-02096,Belt,6,55.43,332.58,2014-08-08 13:50:43
304860,Huel-Haag,GS-86623,Shoes,4,95.75,383.00,2014-03-15 12:50:59
304860,Huel-Haag,MJ-21460,Shoes,10,12.63,126.30,2014-06-05 22:34:03
850140,Kunze Inc,MJ-21460,Shoes,10,26.21,262.10,2014-04-21 02:14:10
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,11,92.10,1013.10,2014-03-21 14:26:03
750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,10,98.27,982.70,2014-10-02 04:41:10
555594,"Ernser, Cruickshank and Lind",FK-71853,Shirt,6,65.40,392.40,2014-09-17 19:15:27
995267,Cole-Eichmann,KV-99194,Shirt,10,23.79,237.90,2013-11-17 23:56:36
201259,Koelpin PLC,MJ-21460,Shoes,7,52.01,364.07,2014-05-23 17:49:08
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,11,13.06,143.66,2014-03-01 08:58:41
850140,Kunze Inc,GS-86623,Shoes,14,92.43,1294.02,2014-08-03 21:22:07
201259,Koelpin PLC,FK-71853,Shirt,14,57.69,807.66,2014-05-26 16:29:02
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,10,83.05,830.50,2014-01-05 10:16:57
098022,Heidenreich-Bosco,GS-86623,Shoes,10,26.49,264.90,2014-02-12 07:27:39
929400,"Senger, Upton and Breitenberg",GS-86623,Shoes,15,88.24,1323.60,2014-07-09 19:31:43
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,13,75.38,979.94,2014-03-05 09:26:56
850140,Kunze Inc,LW-86841,Shoes,16,66.61,1065.76,2014-07-25 22:56:12
734922,Berge LLC,GS-86623,Shoes,3,99.88,299.64,2014-08-04 23:08:09
995267,Cole-Eichmann,AS-93055,Shirt,7,41.75,292.25,2014-07-08 15:01:53
115138,Gorczany-Hahn,AS-93055,Shirt,13,22.23,288.99,2014-01-13 18:31:57
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,18,71.38,1284.84,2014-09-24 04:14:12
098022,Heidenreich-Bosco,LW-86841,Shoes,9,89.82,808.38,2013-11-30 23:19:44
115138,Gorczany-Hahn,KV-99194,Shirt,10,85.12,851.20,2014-05-17 03:23:30
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,17,75.04,1275.68,2014-02-09 16:56:59
750461,"Volkman, Goyette and Lemke",KV-99194,Shirt,3,45.05,135.15,2014-02-17 04:26:57
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,16,76.77,1228.32,2014-01-05 02:40:58
659366,Waelchi-Fahey,VG-32047,Shirt,11,99.09,1089.99,2014-07-15 21:09:33
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,3,71.25,213.75,2014-09-29 06:24:24
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,14,40.30,564.20,2014-01-15 18:10:47
659366,Waelchi-Fahey,AS-93055,Shirt,1,10.38,10.38,2014-09-12 21:26:08
304860,Huel-Haag,GS-86623,Shoes,8,69.32,554.56,2014-08-05 15:34:59
758133,"Kihn, McClure and Denesik",QN-82852,Belt,12,82.74,992.88,2014-07-28 00:55:13
524021,Hegmann and Sons,QN-82852,Belt,17,81.64,1387.88,2014-05-29 05:51:07
676847,Hamill-Hackett,LL-46261,Shoes,5,50.63,253.15,2014-10-22 11:43:28
850140,Kunze Inc,LW-86841,Shoes,6,81.41,488.46,2014-09-11 08:41:22
115138,Gorczany-Hahn,QN-82852,Belt,13,18.45,239.85,2014-01-19 21:22:08
563905,"Kerluke, Reilly and Bechtelar",AS-93055,Shirt,17,17.36,295.12,2014-01-29 14:09:39
304860,Huel-Haag,AS-93055,Shirt,9,55.09,495.81,2014-06-28 22:39:25
995267,Cole-Eichmann,LL-46261,Shoes,3,17.54,52.62,2014-01-17 19:11:41
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,7,82.51,577.57,2014-01-13 08:06:03
304860,Huel-Haag,WJ-02096,Belt,3,14.90,44.70,2013-11-21 14:28:29
659366,Waelchi-Fahey,FK-71853,Shirt,6,89.05,534.30,2014-05-15 02:19:37
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,18,57.99,1043.82,2014-09-25 06:23:20
201259,Koelpin PLC,VG-32047,Shirt,1,35.82,35.82,2014-04-01 11:12:52
734922,Berge LLC,LW-86841,Shoes,5,56.00,280.00,2013-11-22 17:45:35
555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,7,77.52,542.64,2014-02-01 09:30:21
555594,"Ernser, Cruickshank and Lind",LL-46261,Shoes,12,47.07,564.84,2014-08-08 11:08:24
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,18,70.12,1262.16,2013-10-25 03:43:33
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,20,28.61,572.20,2014-09-30 19:16:05
115138,Gorczany-Hahn,FK-71853,Shirt,12,73.92,887.04,2014-05-15 13:22:25
201259,Koelpin PLC,FK-71853,Shirt,2,38.82,77.64,2013-12-10 17:54:51
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,14,69.26,969.64,2014-01-20 20:34:55
734922,Berge LLC,GS-86623,Shoes,19,28.54,542.26,2013-10-26 17:03:00
296809,Carroll PLC,LL-46261,Shoes,7,79.15,554.05,2014-03-07 09:38:37
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,20,36.19,723.80,2014-07-02 08:35:43
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,19,93.21,1770.99,2014-04-20 18:58:11
201259,Koelpin PLC,MJ-21460,Shoes,5,23.76,118.80,2014-08-17 11:00:49
115138,Gorczany-Hahn,FK-71853,Shirt,2,44.10,88.20,2014-08-09 18:31:40
115138,Gorczany-Hahn,LL-46261,Shoes,20,41.05,821.00,2014-02-20 07:29:02
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,19,47.78,907.82,2014-02-22 13:15:38
711951,Kilback-Gerlach,LW-86841,Shoes,9,95.92,863.28,2014-05-29 22:08:13
093356,Waters-Walker,GS-86623,Shoes,4,50.10,200.40,2014-08-11 02:09:32
098022,Heidenreich-Bosco,WJ-02096,Belt,10,75.51,755.10,2013-10-22 23:19:39
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,19,64.38,1223.22,2014-09-02 21:51:04
524021,Hegmann and Sons,FK-71853,Shirt,12,17.42,209.04,2014-01-22 14:25:19
115138,Gorczany-Hahn,MJ-21460,Shoes,11,81.67,898.37,2014-09-06 11:50:34
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,6,74.08,444.48,2014-02-28 18:37:43
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,18,25.91,466.38,2014-08-12 22:48:01
524021,Hegmann and Sons,LL-46261,Shoes,6,57.32,343.92,2013-12-20 12:38:08
750461,"Volkman, Goyette and Lemke",QN-82852,Belt,6,78.61,471.66,2013-12-18 12:13:25
563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,5,50.85,254.25,2014-08-02 05:30:13
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,72.12,937.56,2014-03-09 14:23:35
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,14,24.91,348.74,2014-04-06 19:20:34
555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,9,43.25,389.25,2014-04-26 16:22:46
299771,"Kuphal, Zieme and Kub",QN-82852,Belt,12,66.32,795.84,2013-11-19 04:47:16
659366,Waelchi-Fahey,AS-93055,Shirt,2,24.30,48.60,2013-11-10 13:25:32
734922,Berge LLC,MJ-21460,Shoes,12,53.70,644.40,2014-09-27 02:51:01
201259,Koelpin PLC,LL-46261,Shoes,16,80.82,1293.12,2014-08-19 00:53:50
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,10,91.71,917.10,2014-06-25 19:11:32
563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,11,16.05,176.55,2014-09-26 03:52:52
093356,Waters-Walker,VG-32047,Shirt,17,86.18,1465.06,2014-08-13 15:42:49
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,14,87.56,1225.84,2014-04-27 07:55:06
676847,Hamill-Hackett,GS-86623,Shoes,20,27.49,549.80,2014-07-02 12:51:29
093356,Waters-Walker,GS-86623,Shoes,4,73.11,292.44,2014-08-21 19:29:11
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,11,90.64,997.04,2014-05-11 06:10:17
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,12,72.17,866.04,2014-09-15 20:49:18
659366,Waelchi-Fahey,LL-46261,Shoes,9,50.76,456.84,2014-08-29 11:32:00
093356,Waters-Walker,FK-71853,Shirt,16,21.43,342.88,2014-05-25 00:38:58
093356,Waters-Walker,LL-46261,Shoes,20,21.09,421.80,2013-12-23 04:50:54
524021,Hegmann and Sons,VG-32047,Shirt,20,25.37,507.40,2014-07-19 17:18:19
676847,Hamill-Hackett,KV-99194,Shirt,20,29.59,591.80,2014-01-01 19:55:03
995267,Cole-Eichmann,KV-99194,Shirt,17,20.24,344.08,2014-10-01 21:20:26
850140,Kunze Inc,WJ-02096,Belt,13,71.35,927.55,2014-06-09 20:22:22
524021,Hegmann and Sons,KV-99194,Shirt,16,79.67,1274.72,2013-10-25 07:31:02
711951,Kilback-Gerlach,LW-86841,Shoes,2,60.75,121.50,2014-05-17 13:10:42
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,5,44.47,222.35,2014-04-11 05:00:15
093356,Waters-Walker,GS-86623,Shoes,2,86.17,172.34,2014-03-12 14:25:12
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,14,54.50,763.00,2014-10-06 09:47:02
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,37.75,679.50,2014-04-05 20:02:30
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,20,32.70,654.00,2014-04-26 05:18:02
296809,Carroll PLC,MJ-21460,Shoes,15,93.06,1395.90,2014-08-17 18:39:56
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,17,49.59,843.03,2013-10-29 12:57:27
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,17,45.43,772.31,2014-05-09 06:44:04
711951,Kilback-Gerlach,AS-93055,Shirt,2,31.54,63.08,2014-01-26 05:15:19
304860,Huel-Haag,LW-86841,Shoes,6,93.02,558.12,2013-11-23 08:51:18
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,16,57.02,912.32,2014-10-14 14:07:31
711951,Kilback-Gerlach,FK-71853,Shirt,11,53.17,584.87,2014-06-10 15:11:01
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,12,52.51,630.12,2014-08-03 03:39:52
115138,Gorczany-Hahn,MJ-21460,Shoes,13,96.31,1252.03,2013-12-03 04:04:40
201259,Koelpin PLC,LW-86841,Shoes,16,90.97,1455.52,2014-08-29 07:41:36
734922,Berge LLC,KV-99194,Shirt,7,64.02,448.14,2013-11-05 03:55:12
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,15,18.41,276.15,2014-03-02 17:47:13
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,2,29.63,59.26,2014-03-27 23:48:17
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,4,46.82,187.28,2014-02-15 06:51:19
850140,Kunze Inc,VG-32047,Shirt,9,93.69,843.21,2014-03-20 15:25:39
093356,Waters-Walker,GS-86623,Shoes,15,64.11,961.65,2013-10-23 08:28:53
304860,Huel-Haag,LL-46261,Shoes,3,48.87,146.61,2014-04-03 22:36:22
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,14,87.01,1218.14,2013-12-14 16:40:16
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,4,17.98,71.92,2014-07-22 19:10:27
734922,Berge LLC,AS-93055,Shirt,10,93.77,937.70,2014-08-17 09:21:15
734922,Berge LLC,MJ-21460,Shoes,6,84.73,508.38,2014-07-20 18:27:59
711951,Kilback-Gerlach,QN-82852,Belt,11,45.49,500.39,2013-11-12 10:13:25
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,17,70.23,1193.91,2014-08-14 13:57:01
995267,Cole-Eichmann,FK-71853,Shirt,10,51.29,512.90,2014-09-16 05:26:10
093356,Waters-Walker,AS-93055,Shirt,16,75.48,1207.68,2014-08-23 04:04:11
676847,Hamill-Hackett,MJ-21460,Shoes,19,56.90,1081.10,2014-10-21 08:46:48
524021,Hegmann and Sons,FK-71853,Shirt,10,71.89,718.90,2014-09-11 00:45:37
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,10,13.02,130.20,2014-06-30 10:31:23
304860,Huel-Haag,MJ-21460,Shoes,3,79.49,238.47,2014-06-02 13:06:24
734922,Berge LLC,AS-93055,Shirt,11,81.53,896.83,2014-09-01 17:46:10
659366,Waelchi-Fahey,LL-46261,Shoes,1,18.68,18.68,2014-05-19 18:10:49
201259,Koelpin PLC,MJ-21460,Shoes,20,45.32,906.40,2014-07-06 22:06:23
711951,Kilback-Gerlach,AS-93055,Shirt,10,68.74,687.40,2014-03-27 12:14:12
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,10,90.00,900.00,2014-07-10 22:17:15
995267,Cole-Eichmann,WJ-02096,Belt,6,20.30,121.80,2014-05-23 10:24:32
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,17,58.67,997.39,2013-12-08 13:43:29
659366,Waelchi-Fahey,FK-71853,Shirt,2,12.68,25.36,2014-04-27 03:38:16
676847,Hamill-Hackett,GS-86623,Shoes,17,49.68,844.56,2014-01-28 15:37:10
524021,Hegmann and Sons,MJ-21460,Shoes,2,95.37,190.74,2014-03-30 08:27:54
524021,Hegmann and Sons,AS-93055,Shirt,20,96.98,1939.60,2014-06-13 18:23:55
296809,Carroll PLC,VG-32047,Shirt,16,23.79,380.64,2014-02-26 18:22:57
995267,Cole-Eichmann,KV-99194,Shirt,2,37.86,75.72,2014-04-04 19:30:50
304860,Huel-Haag,KV-99194,Shirt,9,66.18,595.62,2014-01-15 11:55:40
524021,Hegmann and Sons,KV-99194,Shirt,6,98.89,593.34,2014-04-22 00:24:15
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,4,25.02,100.08,2014-05-26 06:54:22
563905,"Kerluke, Reilly and Bechtelar",WJ-02096,Belt,16,64.58,1033.28,2013-12-17 23:35:15
305803,"Davis, Kshlerin and Reilly",FK-71853,Shirt,18,48.70,876.60,2014-02-10 08:43:23
734922,Berge LLC,QN-82852,Belt,16,24.66,394.56,2013-12-12 00:57:07
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,5,43.15,215.75,2014-04-06 06:24:33
296809,Carroll PLC,QN-82852,Belt,2,54.52,109.04,2014-08-24 09:43:19
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,8,91.14,729.12,2014-06-11 10:12:04
098022,Heidenreich-Bosco,LW-86841,Shoes,13,65.79,855.27,2014-06-28 04:47:33
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,8,14.73,117.84,2014-03-19 05:18:21
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,14,96.18,1346.52,2014-10-04 09:49:10
524021,Hegmann and Sons,MJ-21460,Shoes,6,81.10,486.60,2014-02-15 15:29:46
098022,Heidenreich-Bosco,FK-71853,Shirt,12,38.32,459.84,2014-06-25 09:29:53
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,3,51.80,155.40,2014-03-31 04:17:46
850140,Kunze Inc,FK-71853,Shirt,13,40.29,523.77,2014-09-01 23:53:15
098022,Heidenreich-Bosco,KV-99194,Shirt,10,22.17,221.70,2014-02-26 06:59:32
711951,Kilback-Gerlach,MJ-21460,Shoes,15,43.41,651.15,2014-03-09 00:29:06
115138,Gorczany-Hahn,KV-99194,Shirt,11,67.32,740.52,2014-02-28 18:44:43
524021,Hegmann and Sons,FK-71853,Shirt,3,17.90,53.70,2014-10-14 19:22:12
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,7,44.27,309.89,2014-10-08 13:05:13
524021,Hegmann and Sons,FK-71853,Shirt,18,51.72,930.96,2014-02-14 00:05:05
305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,9,22.01,198.09,2014-04-08 03:17:21
563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,10,36.38,363.80,2014-01-02 13:43:36
304860,Huel-Haag,FK-71853,Shirt,11,63.78,701.58,2014-07-15 23:58:16
201259,Koelpin PLC,MJ-21460,Shoes,10,56.51,565.10,2014-09-22 16:34:24
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,2,10.47,20.94,2014-04-23 15:24:21
734922,Berge LLC,GS-86623,Shoes,8,21.39,171.12,2014-03-12 11:43:23
201259,Koelpin PLC,LL-46261,Shoes,13,26.49,344.37,2014-09-09 14:59:01
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,20,95.60,1912.00,2014-10-12 20:10:43
995267,Cole-Eichmann,LL-46261,Shoes,17,72.91,1239.47,2014-02-26 16:19:25
659366,Waelchi-Fahey,FK-71853,Shirt,15,89.45,1341.75,2014-09-09 09:21:01
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,4,63.39,253.56,2014-09-15 18:49:05
305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,15,51.64,774.60,2014-09-07 02:44:53
115138,Gorczany-Hahn,LW-86841,Shoes,6,72.98,437.88,2014-06-15 03:34:22
850140,Kunze Inc,MJ-21460,Shoes,8,63.28,506.24,2014-06-21 21:09:50
555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,15,63.31,949.65,2014-04-23 06:25:35
734922,Berge LLC,MJ-21460,Shoes,10,44.59,445.90,2014-05-04 18:52:20
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,7,41.87,293.09,2013-12-09 01:15:23
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,4,35.00,140.00,2014-04-13 20:37:05
659366,Waelchi-Fahey,WJ-02096,Belt,13,68.39,889.07,2013-11-27 12:45:23
555594,"Ernser, Cruickshank and Lind",LL-46261,Shoes,8,82.19,657.52,2014-07-19 13:51:23
296809,Carroll PLC,AS-93055,Shirt,1,58.80,58.80,2014-09-06 13:00:55
296809,Carroll PLC,QN-82852,Belt,16,27.44,439.04,2014-07-06 13:23:48
296809,Carroll PLC,MJ-21460,Shoes,14,99.50,1393.00,2014-06-07 23:28:22
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,3,56.34,169.02,2014-07-13 09:41:43
995267,Cole-Eichmann,LW-86841,Shoes,9,83.87,754.83,2014-07-28 01:53:47
296809,Carroll PLC,MJ-21460,Shoes,19,56.63,1075.97,2013-12-08 02:40:53
711951,Kilback-Gerlach,WJ-02096,Belt,1,56.95,56.95,2014-03-08 15:50:55
524021,Hegmann and Sons,GS-86623,Shoes,10,31.81,318.10,2013-11-18 23:11:16
995267,Cole-Eichmann,QN-82852,Belt,13,40.34,524.42,2014-09-08 14:00:39
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,10,91.59,915.90,2014-03-19 14:06:11
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,7,95.78,670.46,2014-05-16 23:44:14
296809,Carroll PLC,LL-46261,Shoes,9,90.91,818.19,2014-10-11 20:37:05
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,12,24.09,289.08,2013-12-08 06:53:09
711951,Kilback-Gerlach,LL-46261,Shoes,9,10.81,97.29,2013-12-06 00:59:43
093356,Waters-Walker,QN-82852,Belt,3,59.61,178.83,2014-08-02 13:29:11
201259,Koelpin PLC,WJ-02096,Belt,16,16.30,260.80,2014-04-05 02:00:02
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,4,23.08,92.32,2014-09-13 11:34:24
524021,Hegmann and Sons,MJ-21460,Shoes,18,42.01,756.18,2013-11-27 03:18:14
676847,Hamill-Hackett,LL-46261,Shoes,5,74.02,370.10,2013-11-10 07:30:39
093356,Waters-Walker,QN-82852,Belt,11,77.66,854.26,2014-03-15 17:01:26
098022,Heidenreich-Bosco,LL-46261,Shoes,7,14.75,103.25,2014-09-14 23:53:52
659366,Waelchi-Fahey,LW-86841,Shoes,16,38.75,620.00,2014-03-20 05:48:40
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,13,53.39,694.07,2014-02-26 15:03:04
676847,Hamill-Hackett,KV-99194,Shirt,1,55.51,55.51,2014-07-15 17:41:23
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,7,16.00,112.00,2014-05-05 21:05:51
850140,Kunze Inc,AS-93055,Shirt,20,63.75,1275.00,2014-02-09 10:28:34
201259,Koelpin PLC,GS-86623,Shoes,15,66.78,1001.70,2014-04-29 20:36:59
093356,Waters-Walker,VG-32047,Shirt,2,75.16,150.32,2013-11-26 12:30:16
098022,Heidenreich-Bosco,MJ-21460,Shoes,14,34.80,487.20,2014-03-08 06:35:20
296809,Carroll PLC,QN-82852,Belt,14,14.82,207.48,2014-04-06 19:17:38
676847,Hamill-Hackett,VG-32047,Shirt,4,88.99,355.96,2013-12-16 01:09:18
711951,Kilback-Gerlach,LW-86841,Shoes,13,71.43,928.59,2014-04-26 03:39:28
304860,Huel-Haag,LL-46261,Shoes,6,23.37,140.22,2013-10-22 22:50:47
711951,Kilback-Gerlach,LL-46261,Shoes,19,30.06,571.14,2014-06-28 01:20:04
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,2,74.42,148.84,2013-12-09 09:10:44
659366,Waelchi-Fahey,QN-82852,Belt,4,38.69,154.76,2014-02-14 02:42:30
201259,Koelpin PLC,AS-93055,Shirt,3,16.22,48.66,2014-07-11 08:17:44
296809,Carroll PLC,VG-32047,Shirt,15,63.45,951.75,2014-10-12 09:08:07
563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,19,78.34,1488.46,2014-09-28 19:20:15
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,9,79.63,716.67,2014-02-16 01:11:09
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,3,96.59,289.77,2014-01-11 05:10:44
524021,Hegmann and Sons,WJ-02096,Belt,20,66.27,1325.40,2014-10-05 01:36:59
115138,Gorczany-Hahn,AS-93055,Shirt,8,16.11,128.88,2014-08-06 01:09:28
850140,Kunze Inc,FK-71853,Shirt,7,76.23,533.61,2013-11-06 02:36:22
524021,Hegmann and Sons,LL-46261,Shoes,15,20.61,309.15,2014-05-26 03:15:30
995267,Cole-Eichmann,GS-86623,Shoes,6,55.05,330.30,2013-12-27 08:33:09
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,9,60.33,542.97,2014-09-16 13:47:08
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,12,96.02,1152.24,2014-04-06 03:35:41
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,16,94.05,1504.80,2014-03-13 22:14:32
734922,Berge LLC,MJ-21460,Shoes,19,88.62,1683.78,2014-01-29 06:44:37
850140,Kunze Inc,FK-71853,Shirt,6,38.76,232.56,2014-09-18 05:56:57
995267,Cole-Eichmann,QN-82852,Belt,10,12.35,123.50,2014-07-05 01:51:03
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,3,30.77,92.31,2014-03-01 02:12:31
659366,Waelchi-Fahey,FK-71853,Shirt,14,23.86,334.04,2014-09-30 12:37:58
659366,Waelchi-Fahey,WJ-02096,Belt,3,72.43,217.29,2014-10-03 23:46:12
